instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
14940,9/19/2012,3,1,9,16,0,3,1,1,0.62,0.6212,0.35,0,69,397,466
14941,9/19/2012,3,1,9,17,0,3,1,1,0.6,0.6212,0.38,0.2239,74,812,886
14942,9/19/2012,3,1,9,18,0,3,1,1,0.58,0.5455,0.4,0.2836,85,807,892
14943,9/19/2012,3,1,9,19,0,3,1,1,0.56,0.5303,0.43,0.2239,72,539,611
14944,9/19/2012,3,1,9,20,0,3,1,1,0.52,0.5,0.48,0.1642,31,378,409
14945,9/19/2012,3,1,9,21,0,3,1,1,0.5,0.4848,0.59,0.1642,25,324,349
14946,9/19/2012,3,1,9,22,0,3,1,1,0.5,0.4848,0.63,0.0896,31,198,229
14947,9/19/2012,3,1,9,23,0,3,1,1,0.48,0.4697,0.67,0.0896,17,106,123
14948,9/20/2012,3,1,9,0,0,4,1,1,0.5,0.4848,0.63,0,12,46,58
14949,9/20/2012,3,1,9,1,0,4,1,1,0.46,0.4545,0.72,0.1045,4,14,18
14950,9/20/2012,3,1,9,2,0,4,1,1,0.46,0.4545,0.72,0.0896,2,9,11
14951,9/20/2012,3,1,9,3,0,4,1,1,0.44,0.4394,0.77,0,0,6,6
14952,9/20/2012,3,1,9,4,0,4,1,1,0.44,0.4394,0.77,0.1045,0,6,6
14953,9/20/2012,3,1,9,5,0,4,1,1,0.44,0.4394,0.77,0.1045,4,52,56
14954,9/20/2012,3,1,9,6,0,4,1,1,0.44,0.4394,0.77,0,9,161,170
14955,9/20/2012,3,1,9,7,0,4,1,1,0.46,0.4545,0.82,0.1045,20,514,534
14956,9/20/2012,3,1,9,8,0,4,1,1,0.5,0.4848,0.68,0.0896,44,746,790
14957,9/20/2012,3,1,9,9,0,4,1,1,0.56,0.5303,0.6,0.0896,25,330,355
14958,9/20/2012,3,1,9,10,0,4,1,1,0.58,0.5455,0.53,0.0896,33,157,190
14959,9/20/2012,3,1,9,11,0,4,1,1,0.62,0.6212,0.43,0,37,206,243
14960,9/20/2012,3,1,9,12,0,4,1,1,0.62,0.6212,0.43,0.1343,57,233,290
14961,9/20/2012,3,1,9,13,0,4,1,1,0.64,0.6212,0.44,0.1343,68,268,336
14962,9/20/2012,3,1,9,14,0,4,1,1,0.64,0.6212,0.47,0.194,76,222,298
14963,9/20/2012,3,1,9,15,0,4,1,1,0.66,0.6212,0.47,0.194,60,231,291
14964,9/20/2012,3,1,9,16,0,4,1,1,0.64,0.6212,0.47,0.1642,72,385,457
14965,9/20/2012,3,1,9,17,0,4,1,1,0.64,0.6212,0.5,0.2239,91,885,976
14966,9/20/2012,3,1,9,18,0,4,1,1,0.6,0.6212,0.56,0.2537,119,781,900
14967,9/20/2012,3,1,9,19,0,4,1,1,0.58,0.5455,0.6,0.2239,69,534,603
14968,9/20/2012,3,1,9,20,0,4,1,1,0.56,0.5303,0.64,0.1343,57,360,417
14969,9/20/2012,3,1,9,21,0,4,1,1,0.56,0.5303,0.64,0.194,28,246,274
14970,9/20/2012,3,1,9,22,0,4,1,1,0.54,0.5152,0.73,0.1045,35,252,287
14971,9/20/2012,3,1,9,23,0,4,1,1,0.54,0.5152,0.68,0.1045,17,137,154
14972,9/21/2012,3,1,9,0,0,5,1,1,0.54,0.5152,0.68,0,13,53,66
14973,9/21/2012,3,1,9,1,0,5,1,1,0.52,0.5,0.72,0,11,38,49
14974,9/21/2012,3,1,9,2,0,5,1,1,0.52,0.5,0.72,0,6,8,14
14975,9/21/2012,3,1,9,3,0,5,1,1,0.5,0.4848,0.77,0.0896,1,11,12
14976,9/21/2012,3,1,9,4,0,5,1,1,0.5,0.4848,0.77,0,1,9,10
14977,9/21/2012,3,1,9,5,0,5,1,1,0.5,0.4848,0.82,0,2,47,49
14978,9/21/2012,3,1,9,6,0,5,1,1,0.5,0.4848,0.77,0.0896,19,146,165
14979,9/21/2012,3,1,9,7,0,5,1,1,0.52,0.5,0.77,0,35,468,503
14980,9/21/2012,3,1,9,8,0,5,1,1,0.54,0.5152,0.73,0.1343,31,726,757
14981,9/21/2012,3,1,9,9,0,5,1,1,0.58,0.5455,0.68,0.1343,35,348,383
14982,9/21/2012,3,1,9,10,0,5,1,1,0.62,0.6061,0.61,0.2239,44,181,225
14983,9/21/2012,3,1,9,11,0,5,1,1,0.66,0.6212,0.57,0.2239,79,242,321
14984,9/21/2012,3,1,9,12,0,5,1,1,0.68,0.6364,0.57,0.1642,84,305,389
14985,9/21/2012,3,1,9,13,0,5,1,1,0.7,0.6515,0.54,0.1642,105,316,421
14986,9/21/2012,3,1,9,14,0,5,1,1,0.7,0.6515,0.54,0.2985,113,299,412
14987,9/21/2012,3,1,9,15,0,5,1,1,0.7,0.6515,0.54,0.2239,90,333,423
14988,9/21/2012,3,1,9,16,0,5,1,1,0.7,0.6515,0.54,0.194,103,464,567
14989,9/21/2012,3,1,9,17,0,5,1,1,0.68,0.6364,0.57,0.2836,107,739,846
14990,9/21/2012,3,1,9,18,0,5,1,1,0.66,0.6212,0.61,0.2537,106,699,805
14991,9/21/2012,3,1,9,19,0,5,1,1,0.64,0.6061,0.65,0.2537,95,493,588
14992,9/21/2012,3,1,9,20,0,5,1,1,0.62,0.6061,0.69,0.194,54,315,369
14993,9/21/2012,3,1,9,21,0,5,1,1,0.6,0.5909,0.73,0.2537,46,266,312
14994,9/21/2012,3,1,9,22,0,5,1,1,0.6,0.5909,0.73,0.194,47,248,295
14995,9/21/2012,3,1,9,23,0,5,1,1,0.6,0.5909,0.73,0.3284,23,163,186
14996,9/22/2012,3,1,9,0,0,6,0,1,0.6,0.5909,0.73,0.2836,32,140,172
14997,9/22/2012,3,1,9,1,0,6,0,1,0.58,0.5455,0.83,0.2985,18,106,124
14998,9/22/2012,3,1,9,2,0,6,0,1,0.56,0.5303,0.88,0.2537,10,73,83
14999,9/22/2012,3,1,9,3,0,6,0,1,0.56,0.5303,0.83,0.2836,6,39,45
15000,9/22/2012,3,1,9,4,0,6,0,1,0.56,0.5303,0.83,0.2836,5,10,15
15001,9/22/2012,3,1,9,5,0,6,0,1,0.56,0.5303,0.83,0.3284,2,15,17
15002,9/22/2012,3,1,9,6,0,6,0,1,0.56,0.5303,0.83,0.2985,6,35,41
15003,9/22/2012,3,1,9,7,0,6,0,1,0.58,0.5455,0.78,0.2537,7,70,77
15004,9/22/2012,3,1,9,8,0,6,0,1,0.6,0.5909,0.73,0.2985,21,197,218
15005,9/22/2012,3,1,9,9,0,6,0,1,0.64,0.6061,0.69,0.2537,88,289,377
15006,9/22/2012,3,1,9,10,0,6,0,1,0.66,0.6212,0.65,0.3284,124,350,474
15007,9/22/2012,3,1,9,11,0,6,0,1,0.7,0.6515,0.58,0.2836,189,437,626
15008,9/22/2012,3,1,9,12,0,6,0,1,0.72,0.6667,0.54,0.2985,228,460,688
15009,9/22/2012,3,1,9,13,0,6,0,1,0.74,0.6667,0.51,0.3582,273,434,707
15010,9/22/2012,3,1,9,14,0,6,0,1,0.76,0.6818,0.48,0.2836,250,404,654
15011,9/22/2012,3,1,9,15,0,6,0,1,0.74,0.6667,0.48,0.3881,307,443,750
15012,9/22/2012,3,1,9,16,0,6,0,1,0.74,0.6667,0.51,0.3284,253,427,680
15013,9/22/2012,3,1,9,17,0,6,0,1,0.74,0.6667,0.51,0.3284,195,451,646
15014,9/22/2012,3,1,9,18,0,6,0,1,0.72,0.6667,0.54,0.2836,171,427,598
15015,9/22/2012,3,1,9,19,0,6,0,1,0.7,0.6515,0.58,0.194,99,308,407
15016,9/22/2012,3,1,9,20,0,6,0,1,0.7,0.6515,0.54,0.2537,76,249,325
15017,9/22/2012,3,1,9,21,0,6,0,1,0.64,0.6212,0.57,0.2537,59,202,261
15018,9/22/2012,3,1,9,22,0,6,0,1,0.62,0.6212,0.57,0.194,59,180,239
15019,9/22/2012,3,1,9,23,0,6,0,1,0.62,0.6212,0.5,0.194,34,137,171
15020,9/23/2012,4,1,9,0,0,0,0,1,0.62,0.6212,0.38,0.2537,34,146,180
15021,9/23/2012,4,1,9,1,0,0,0,1,0.54,0.5152,0.52,0.3582,23,119,142
15022,9/23/2012,4,1,9,2,0,0,0,1,0.52,0.5,0.48,0.2537,18,77,95
15023,9/23/2012,4,1,9,3,0,0,0,1,0.48,0.4697,0.55,0.2985,13,41,54
15024,9/23/2012,4,1,9,4,0,0,0,1,0.46,0.4545,0.55,0.2239,1,9,10
15025,9/23/2012,4,1,9,5,0,0,0,1,0.46,0.4545,0.59,0.2537,1,5,6
15026,9/23/2012,4,1,9,6,0,0,0,1,0.44,0.4394,0.62,0.2537,5,11,16
15027,9/23/2012,4,1,9,7,0,0,0,1,0.46,0.4545,0.59,0.2239,9,48,57
15028,9/23/2012,4,1,9,8,0,0,0,1,0.48,0.4697,0.55,0.3582,38,137,175
15029,9/23/2012,4,1,9,9,0,0,0,1,0.5,0.4848,0.51,0.3284,71,205,276
15030,9/23/2012,4,1,9,10,0,0,0,1,0.54,0.5152,0.45,0.2537,138,351,489
15031,9/23/2012,4,1,9,11,0,0,0,1,0.56,0.5303,0.46,0.2537,186,384,570
15032,9/23/2012,4,1,9,12,0,0,0,1,0.56,0.5303,0.43,0.1045,250,526,776
15033,9/23/2012,4,1,9,13,0,0,0,1,0.6,0.6212,0.38,0.1642,257,445,702
15034,9/23/2012,4,1,9,14,0,0,0,1,0.6,0.6212,0.38,0.194,266,400,666
15035,9/23/2012,4,1,9,15,0,0,0,1,0.6,0.6212,0.33,0.2239,265,375,640
15036,9/23/2012,4,1,9,16,0,0,0,1,0.6,0.6212,0.33,0.3284,254,437,691
15037,9/23/2012,4,1,9,17,0,0,0,1,0.56,0.5303,0.35,0.2985,227,496,723
15038,9/23/2012,4,1,9,18,0,0,0,1,0.54,0.5152,0.37,0.194,135,405,540
15039,9/23/2012,4,1,9,19,0,0,0,1,0.52,0.5,0.42,0.1642,82,331,413
15040,9/23/2012,4,1,9,20,0,0,0,1,0.52,0.5,0.42,0.1642,60,192,252
15041,9/23/2012,4,1,9,21,0,0,0,2,0.52,0.5,0.48,0.1045,51,145,196
15042,9/23/2012,4,1,9,22,0,0,0,1,0.52,0.5,0.48,0,40,98,138
15043,9/23/2012,4,1,9,23,0,0,0,2,0.5,0.4848,0.59,0.1045,30,70,100
15044,9/24/2012,4,1,9,0,0,1,1,1,0.46,0.4545,0.63,0.194,10,54,64
15045,9/24/2012,4,1,9,1,0,1,1,1,0.46,0.4545,0.67,0.1343,6,12,18
15046,9/24/2012,4,1,9,2,0,1,1,2,0.46,0.4545,0.63,0.1343,0,8,8
15047,9/24/2012,4,1,9,3,0,1,1,1,0.46,0.4545,0.63,0.1642,0,5,5
15048,9/24/2012,4,1,9,4,0,1,1,1,0.44,0.4394,0.67,0.1045,0,8,8
15049,9/24/2012,4,1,9,5,0,1,1,1,0.46,0.4545,0.63,0,2,35,37
15050,9/24/2012,4,1,9,6,0,1,1,1,0.46,0.4545,0.59,0,6,162,168
15051,9/24/2012,4,1,9,7,0,1,1,1,0.46,0.4545,0.67,0.1343,17,513,530
15052,9/24/2012,4,1,9,8,0,1,1,1,0.5,0.4848,0.55,0.194,31,719,750
15053,9/24/2012,4,1,9,9,0,1,1,1,0.52,0.5,0.52,0.194,42,286,328
15054,9/24/2012,4,1,9,10,0,1,1,1,0.54,0.5152,0.49,0.2239,52,146,198
15055,9/24/2012,4,1,9,11,0,1,1,1,0.56,0.5303,0.37,0.194,71,167,238
15056,9/24/2012,4,1,9,12,0,1,1,1,0.56,0.5303,0.35,0.2985,77,265,342
15057,9/24/2012,4,1,9,13,0,1,1,1,0.6,0.6212,0.31,0.2985,80,248,328
15058,9/24/2012,4,1,9,14,0,1,1,1,0.6,0.6061,0.28,0,77,226,303
15059,9/24/2012,4,1,9,15,0,1,1,1,0.6,0.6212,0.31,0,84,216,300
15060,9/24/2012,4,1,9,16,0,1,1,1,0.58,0.5455,0.3,0.2537,99,417,516
15061,9/24/2012,4,1,9,17,0,1,1,1,0.58,0.5455,0.3,0,89,809,898
15062,9/24/2012,4,1,9,18,0,1,1,1,0.54,0.5152,0.37,0.1642,95,758,853
15063,9/24/2012,4,1,9,19,0,1,1,1,0.52,0.5,0.39,0.1343,56,534,590
15064,9/24/2012,4,1,9,20,0,1,1,1,0.52,0.5,0.52,0.1045,52,380,432
15065,9/24/2012,4,1,9,21,0,1,1,1,0.5,0.4848,0.51,0.1343,26,230,256
15066,9/24/2012,4,1,9,22,0,1,1,1,0.5,0.4848,0.51,0.2239,18,154,172
15067,9/24/2012,4,1,9,23,0,1,1,1,0.46,0.4545,0.63,0.1343,11,83,94
15068,9/25/2012,4,1,9,0,0,2,1,1,0.46,0.4545,0.67,0.1642,8,56,64
15069,9/25/2012,4,1,9,1,0,2,1,1,0.44,0.4394,0.72,0.1343,2,11,13
15070,9/25/2012,4,1,9,2,0,2,1,1,0.42,0.4242,0.77,0.1343,5,9,14
15071,9/25/2012,4,1,9,3,0,2,1,1,0.42,0.4242,0.71,0.0896,2,3,5
15072,9/25/2012,4,1,9,4,0,2,1,1,0.42,0.4242,0.71,0.1343,2,7,9
15073,9/25/2012,4,1,9,5,0,2,1,1,0.42,0.4242,0.77,0.0896,1,46,47
15074,9/25/2012,4,1,9,6,0,2,1,1,0.44,0.4394,0.77,0.2239,5,189,194
15075,9/25/2012,4,1,9,7,0,2,1,1,0.44,0.4394,0.77,0.194,17,539,556
15076,9/25/2012,4,1,9,8,0,2,1,1,0.48,0.4697,0.67,0.194,41,764,805
15077,9/25/2012,4,1,9,9,0,2,1,1,0.54,0.5152,0.56,0.2537,28,381,409
15078,9/25/2012,4,1,9,10,0,2,1,1,0.56,0.5303,0.52,0.2985,45,125,170
15079,9/25/2012,4,1,9,11,0,2,1,1,0.6,0.6212,0.46,0.2985,63,155,218
15080,9/25/2012,4,1,9,12,0,2,1,1,0.62,0.6212,0.43,0.2836,69,233,302
15081,9/25/2012,4,1,9,13,0,2,1,1,0.64,0.6212,0.47,0.2537,48,257,305
15082,9/25/2012,4,1,9,14,0,2,1,1,0.66,0.6212,0.39,0.3284,80,213,293
15083,9/25/2012,4,1,9,15,0,2,1,1,0.66,0.6212,0.36,0.3284,56,247,303
15084,9/25/2012,4,1,9,16,0,2,1,1,0.66,0.6212,0.39,0.2985,59,436,495
15085,9/25/2012,4,1,9,17,0,2,1,1,0.66,0.6212,0.39,0.2836,107,860,967
15086,9/25/2012,4,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239,64,758,822
15087,9/25/2012,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537,49,490,539
15088,9/25/2012,4,1,9,20,0,2,1,1,0.6,0.6212,0.56,0.2985,37,388,425
15089,9/25/2012,4,1,9,21,0,2,1,1,0.6,0.6212,0.56,0.2985,34,263,297
15090,9/25/2012,4,1,9,22,0,2,1,1,0.6,0.6212,0.56,0.2836,14,174,188
15091,9/25/2012,4,1,9,23,0,2,1,1,0.6,0.6212,0.56,0.3284,9,89,98
15092,9/26/2012,4,1,9,0,0,3,1,1,0.58,0.5455,0.64,0.2985,6,34,40
15093,9/26/2012,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,10,19,29
15094,9/26/2012,4,1,9,2,0,3,1,2,0.58,0.5455,0.64,0.2836,2,15,17
15095,9/26/2012,4,1,9,3,0,3,1,2,0.58,0.5455,0.64,0.2836,4,6,10
15096,9/26/2012,4,1,9,4,0,3,1,1,0.56,0.5303,0.73,0.2537,2,12,14
15097,9/26/2012,4,1,9,5,0,3,1,1,0.56,0.5303,0.73,0.2239,1,35,36
15098,9/26/2012,4,1,9,6,0,3,1,1,0.54,0.5152,0.73,0.194,3,179,182
15099,9/26/2012,4,1,9,7,0,3,1,1,0.54,0.5152,0.77,0.1343,9,523,532
15100,9/26/2012,4,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985,30,808,838
15101,9/26/2012,4,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.194,27,307,334
15102,9/26/2012,4,1,9,10,0,3,1,1,0.6,0.5909,0.73,0.2836,29,156,185
15103,9/26/2012,4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537,46,181,227
15104,9/26/2012,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,56,260,316
15105,9/26/2012,4,1,9,13,0,3,1,1,0.7,0.6515,0.58,0.2239,67,273,340
15106,9/26/2012,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836,60,217,277
15107,9/26/2012,4,1,9,15,0,3,1,1,0.74,0.6667,0.48,0.2985,69,231,300
15108,9/26/2012,4,1,9,16,0,3,1,1,0.74,0.6667,0.45,0.2836,71,397,468
15109,9/26/2012,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,77,876,953
15110,9/26/2012,4,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239,69,815,884
15111,9/26/2012,4,1,9,19,0,3,1,1,0.7,0.6515,0.54,0.1642,38,589,627
15112,9/26/2012,4,1,9,20,0,3,1,1,0.66,0.6212,0.69,0.194,45,389,434
15113,9/26/2012,4,1,9,21,0,3,1,1,0.66,0.6212,0.65,0.194,32,328,360
15114,9/26/2012,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.194,21,194,215
15115,9/26/2012,4,1,9,23,0,3,1,2,0.6,0.5758,0.78,0.2537,13,102,115
15116,9/27/2012,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896,5,60,65
15117,9/27/2012,4,1,9,1,0,4,1,1,0.6,0.5758,0.78,0.0896,5,16,21
15118,9/27/2012,4,1,9,2,0,4,1,1,0.6,0.5758,0.78,0.0896,3,13,16
15119,9/27/2012,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0,0,7,7
15120,9/27/2012,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343,2,6,8
15121,9/27/2012,4,1,9,5,0,4,1,1,0.58,0.5455,0.83,0,2,64,66
15122,9/27/2012,4,1,9,6,0,4,1,1,0.56,0.5303,0.88,0.0896,5,164,169
15123,9/27/2012,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0,12,546,558
15124,9/27/2012,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,20,774,794
15125,9/27/2012,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0,30,305,335
15126,9/27/2012,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836,40,168,208
15127,9/27/2012,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,67,227,294
15128,9/27/2012,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,63,272,335
15129,9/27/2012,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0,61,265,326
15130,9/27/2012,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,44,214,258
15131,9/27/2012,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0,41,255,296
15132,9/27/2012,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,73,399,472
15133,9/27/2012,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,87,818,905
15134,9/27/2012,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,77,822,899
15135,9/27/2012,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343,48,511,559
15136,9/27/2012,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239,45,412,457
15137,9/27/2012,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,18,235,253
15138,9/27/2012,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985,2,45,47
15139,9/27/2012,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,1,44,45
15140,9/28/2012,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17
15141,9/28/2012,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0,0,13,13
15142,9/28/2012,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,1,9,10
15143,9/28/2012,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,0,7,7
15144,9/28/2012,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12
15145,9/28/2012,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0,1,37,38
15146,9/28/2012,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,2,136,138
15147,9/28/2012,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0,10,384,394
15148,9/28/2012,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,31,674,705
15149,9/28/2012,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,27,399,426
15150,9/28/2012,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,51,194,245
15151,9/28/2012,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0,109,252,361
15152,9/28/2012,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,94,286,380
15153,9/28/2012,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,106,304,410
15154,9/28/2012,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,105,294,399
15155,9/28/2012,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,104,288,392
15156,9/28/2012,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502
15157,9/28/2012,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,101,707,808
15158,9/28/2012,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,58,609,667
15159,9/28/2012,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,38,470,508
15160,9/28/2012,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,32,304,336
15161,9/28/2012,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,32,205,237
15162,9/28/2012,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,30,190,220
15163,9/28/2012,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,26,164,190
15164,9/29/2012,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,15,134,149
15165,9/29/2012,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,12,89,101
15166,9/29/2012,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,12,80,92
15167,9/29/2012,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,4,25,29
15168,9/29/2012,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,6,8,14
15169,9/29/2012,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,2,13,15
15170,9/29/2012,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,4,33,37
15171,9/29/2012,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,12,61,73
15172,9/29/2012,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,37,174,211
15173,9/29/2012,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,69,263,332
15174,9/29/2012,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,134,338,472
15175,9/29/2012,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,217,446,663
15176,9/29/2012,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,191,491,682
15177,9/29/2012,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,233,453,686
15178,9/29/2012,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,302,448,750
15179,9/29/2012,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,271,456,727
15180,9/29/2012,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,275,447,722
15181,9/29/2012,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,256,456,712
15182,9/29/2012,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,174,420,594
15183,9/29/2012,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,119,351,470
15184,9/29/2012,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.194,88,227,315
15185,9/29/2012,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,73,219,292
15186,9/29/2012,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,48,173,221
15187,9/29/2012,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,35,161,196
15188,9/30/2012,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0,35,112,147
15189,9/30/2012,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0,31,85,116
15190,9/30/2012,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0,21,71,92
15191,9/30/2012,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,17,41,58
15192,9/30/2012,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7
15193,9/30/2012,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0,1,9,10
15194,9/30/2012,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,2,20,22
15195,9/30/2012,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0,14,43,57
15196,9/30/2012,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,18,126,144
15197,9/30/2012,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,74,211,285
15198,9/30/2012,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,160,319,479
15199,9/30/2012,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,222,369,591
15200,9/30/2012,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680
15201,9/30/2012,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,180,414,594
15202,9/30/2012,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612
15203,9/30/2012,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,230,419,649
15204,9/30/2012,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,202,446,648
15205,9/30/2012,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575
15206,9/30/2012,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401
15207,9/30/2012,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,34,223,257
15208,9/30/2012,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,31,163,194
15209,9/30/2012,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0,19,104,123
15210,9/30/2012,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0,15,76,91
15211,9/30/2012,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57
15212,10/1/2012,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,6,39,45
15213,10/1/2012,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,5,13,18
15214,10/1/2012,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0,6,6,12
15215,10/1/2012,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0,1,6,7
15216,10/1/2012,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0,10,10
15217,10/1/2012,4,1,10,5,0,1,1,1,0.44,0.4394,0.77,0,2,34,36
15218,10/1/2012,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,155
15219,10/1/2012,4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,13,470,483
15220,10/1/2012,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,40,744,784
15221,10/1/2012,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0,26,314,340
